MassCellNumber	 dP	 dr	 dL	 dT	 dPrescaled	 drrescaled	 dLrescaled	 dTrescaled	 P	 r	 L	 T
530  5.0294e+07  -1.50257e+09  3.25966e+27  242.865  5.0294e+07  -1.50257e+09  3.25966e+27  242.865  5.07678e+08  7.0074e+10  1.40102e+32  16177.3
531  4.76519e+07  -1.5099e+09  3.07502e+27  247.123  4.76519e+07  -1.5099e+09  3.07502e+27  247.123  4.76766e+08  7.02658e+10  1.40114e+32  15959.4
532  4.59243e+07  -1.51786e+09  2.87166e+27  250.21  4.56596e+07  -1.51786e+09  2.87166e+27  250.21  4.56596e+08  7.04627e+10  1.40126e+32  15808.4
533  4.42112e+07  -1.52584e+09  2.62561e+27  253.013  4.36644e+07  -1.52584e+09  2.62561e+27  253.013  4.36644e+08  7.06653e+10  1.40137e+32  15651.7
534  4.2513e+07  -1.53443e+09  2.33492e+27  255.785  4.16915e+07  -1.53443e+09  2.33492e+27  255.785  4.16915e+08  7.08738e+10  1.40149e+32  15489.1
535  4.08298e+07  -1.54309e+09  2.06504e+27  258.165  3.9741e+07  -1.54309e+09  2.06504e+27  258.165  3.9741e+08  7.10886e+10  1.4016e+32  15320
536  3.91619e+07  -1.55255e+09  1.78094e+27  260.335  3.78134e+07  -1.55255e+09  1.78094e+27  260.335  3.78134e+08  7.13102e+10  1.40171e+32  15144.3
537  3.80249e+07  -1.55597e+09  1.66726e+27  261.979  3.65033e+07  -1.55597e+09  1.66726e+27  261.979  3.65033e+08  7.13953e+10  1.40175e+32  15019.6
538  3.74058e+07  -1.55962e+09  1.5519e+27  262.952  3.57907e+07  -1.55962e+09  1.5519e+27  262.952  3.57907e+08  7.14815e+10  1.4018e+32  14949.9
539  3.67888e+07  -1.56321e+09  1.43383e+27  263.934  3.50813e+07  -1.56321e+09  1.43383e+27  263.934  3.50813e+08  7.15687e+10  1.40184e+32  14879.2
540  3.61739e+07  -1.56678e+09  1.3126e+27  264.774  3.4375e+07  -1.56678e+09  1.3126e+27  264.774  3.4375e+08  7.16571e+10  1.40188e+32  14807.2
541  3.55604e+07  -1.57061e+09  1.18758e+27  265.727  3.36712e+07  -1.57061e+09  1.18758e+27  265.727  3.36712e+08  7.17468e+10  1.40192e+32  14734
542  3.49475e+07  -1.57441e+09  1.05712e+27  266.795  3.29689e+07  -1.57441e+09  1.05712e+27  266.795  3.29689e+08  7.1838e+10  1.40196e+32  14659.5
543  3.43344e+07  -1.57821e+09  9.20475e+26  267.826  3.22671e+07  -1.57821e+09  9.20475e+26  267.826  3.22671e+08  7.19308e+10  1.402e+32  14583.3
544  3.37223e+07  -1.58229e+09  7.7747e+26  268.961  3.15672e+07  -1.58229e+09  7.7747e+26  268.961  3.15672e+08  7.20249e+10  1.40204e+32  14505.7
545  3.31162e+07  -1.58631e+09  6.30293e+26  270.234  3.08752e+07  -1.58631e+09  6.30293e+26  270.234  3.08752e+08  7.21191e+10  1.40208e+32  14427.2
546  3.25203e+07  -1.59025e+09  4.81421e+26  271.508  3.01955e+07  -1.59025e+09  4.81421e+26  271.508  3.01955e+08  7.22132e+10  1.40212e+32  14348.4
547  3.19305e+07  -1.59418e+09  3.29801e+26  272.758  2.95237e+07  -1.59418e+09  3.29801e+26  272.758  2.95237e+08  7.23087e+10  1.40216e+32  14268.7
548  3.13398e+07  -1.59846e+09  1.71914e+26  274.15  2.88516e+07  -1.59846e+09  1.71914e+26  274.15  2.88516e+08  7.24065e+10  1.4022e+32  14187
549  3.07473e+07  -1.60289e+09  7.30537e+24  275.551  2.81784e+07  -1.60289e+09  7.30537e+24  275.551  2.81784e+08  7.2506e+10  1.40224e+32  14103.3
550  116588  8.58635e+07  -5.04459e+23  -17.4929  116588  8.58635e+07  -5.04459e+23  -17.4929  1.46479e+08  8.75421e+10  1.40224e+32  7532.12
